manual,pagina,arquivo_imagem,texto_extraido
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,11,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_11.png,"Procedimento de montagem (7/10)

para remessa por transporte terrestre)

No. 1270 | Conexao da tubulagao do conjunto do tanque hidraulico (2) (especificagao do tipo de embalagem
para remessa por transporte terrestre)

No. 1280 | Conexdo e fixagao da fiagao do conjunto do tanque hidraulico (especificagao do tipo de
embalagem para remessa por transporte terrestre)

No.

talagao do plugue do conjunto do tanque hidraulico

No. 1250 | Instalagao do tanque hidraulico (especificagao do tipo de embalagem para remessa por
transporte terrestre)
No. 1260 | Conexao da tubulagao do conjunto do tanque hidraulico (1) (especificagao do tipo de embalagem

179

180
1

18

182

No. 1300 | Conexao da tubulagao do bloco da linha de respiro (1)

183

No. talagao e conexao do bloco da linha de respiro (1) (especificagao do tipo de embalagem para
remessa por transporte terrestre)

No. 1310 | Conexao da tubulagao do bloco da linha de respiro (2)

No. 1315 | Instalagao e conexao do bloco da linha de respiro (2) (especificagao do tipo de embalagem para
remessa por transporte terrestre)

184

185
186

187

remessa por transporte terrestre)

No. 1322 | Conex€ao da linha do filtro de linha (1) (especificagao do tipo de embalagem para
remessa por transporte terrestre)

No. 1323 | Conexao da linha do filtro de linha (2) (especificagao do tipo de embalagem para
remessa por transporte terrestre)

No. 1320 | Instalagao do conjunto do filtro de linha e conexao da tubulagao (especificagao do tipo de
embalagem para remessa por transporte terrestre)
No. 1321 | Instalagao do conjunto da valvula solenoide (especificagao do tipo de embalagem para
jo.

No. 1325 | Instalagao do degrau (especificagao do tipo de embalagem para remessa por transporte
terrestre)

No. 1350 | Instalagao do conjunto do reservatdrio de dleo de freio (especificagao do tipo de embalagem para
remessa por transporte terrestre)

No.

360 | Conexao da mangueira de dreno do conjunto do reservatorio de dleo de freio (especificagao do
tipo de embalagem para remessa por transporte terrestre)

188

189
190
191
192

93

1

No. 1370 | Conexao da mangueira do reservatorio de dleo de freio (especificagao do tipo de embalagem
para remessa por transporte terrestre)

380 | Conex@o e fixagao do chicote do reservatorio de dleo de freio (especificagao do tipo de
embalagem para remessa por transporte terrestre

)

No.
No. 1415 | Instalagao da tampa do piso direito (1) (Especificagao PDI)

afa]a =
ololo oO
alINIod a

199
No. 1416 | Instalagao da tampa do piso direito (2) (Especificagao PDI) 200
No. Item Pagina

No. 1420 | Conexao e fixagao do disjuntor da bateria (1) (Especificagao PDI)
No. 1430 | Conexao e fixagao do disjuntor da bateria (2) (Especificagao PDI)

No. 1450 | Instalagao da tampa central do piso (2)

204

No. 1455 | Instalagao da tampa central do piso (2) (Especificagao PDI)

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,12,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_12.png,"Procedimento de montagem (8/10)

No.

1460

nstalagao do interruptor da lampada da sala da transmissao (Especificagao PDI)

No.

1500

Conexao do tubo de dreno do motor (especificagao sem central de servigos)

No.
No.
No.

No.
No.

1551
1555
1580

1700
1710

nstalagao da caixa de respiro hidraulico e conexao e fixagao da tubulagao

nstalagao da caixa de respiro hidraulico (Especificagao PDI) 208

Fixagao da mangueira do ar-condicionado (especificagao do tipo de embalagem para 209
remessa por transporte terrestre)

nstalagao da unidade de ar-condicionado dupla (Especificagao PDI)

nstalagao do filtro de ar do ar-condicionado duplo (Especificagao PDI)

No.

1725

Conexao do duto do ar-condicionado duplo (Especificagao PDI)

No.
No.
No.

No.

1730
1740
1790

1800

Conexao da fiagao e tubulagao sob a unidade de ar-condicionado duplo (Especificagao PDI)

ss do suporte do capé do motor (1) (especificagao do tipo de embalagem para
remessa por transporte terrestre)

No.

1810

Instalagao do suporte do capé do motor (2) (especificagao do tipo de embalagem para
remessa por transporte terrestre)

No.

No.

No.
No.

1820

1850

2000
2001

Procedimento de ajuste do calgo do suporte do capé do motor (especificagao do tipo de
embalagem para remessa por transporte terrestre)

Fixagao da mangueira do ar-condicionado (1) (especificagao do tipo de embalagem para
remessa por transporte terrestre)

Instalagao da placa seguidora para bomba de lubrificagao automatica com graxa (tipo balde)

No.
No.
No.

No.

2005
2020
2025

2030

Instalagao da bomba de lubrificagao automatica com graxa (especificagao da central de servicos)} 222

Conex@o e fixagao da tubulagao da bomba de lubrificagao automatica com graxa

Conexao da tubulagao da bomba de lubrificagao automatica com graxa
(especificagao da central de servicos)

Instalagao da tampa da bomba de lubrificagao automatica com graxa

No.

2035

Instalagao da tampa da bomba de lubrificagao automatica com graxa (Especificagao PDI)

No.

2040

Instalagao do pressostato da bomba de lubrificagao automatica com graxa

No.
No.

No.
No.

2050
2055

2060
2070

Conexao e fixagao do chicote da bomba de lubrificagao automatica com graxa

Conexao e fixagao do chicote da bomba de lubrificagao automatica com graxa (central de
servigos/
Especificagao PDI)

Fixagao da tubulagao da bomba de lubrificagao automatica com graxa (1)

Fixagao da tubulagao da bomba de lubrificagao automatica com graxa (2)

No.

2080

Conexao e fixagao da tubulacao da caixa de respiro (Especificagao PDI)

No.

No.

No.

No.

2090

2095

2097

2100

Instalagao do conjunto do anteparo (especificagao do tipo de embalagem para
remessa por transporte terrestre)

Conexao da tubulagao do filtro do anteparo (especificagao do tipo de embalagem para 234
remessa por transporte terrestre)

Fixagao do anteparo (especificagao do tipo de embalagem para remessa por transporte | 235 |
terrestre)

Instalagao do duto no conjunto do anteparo 236

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,13,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_13.png,"Procedimento de montagem (9/10)

No. 2110 | Instalagao do conjunto do purificador de ar (A)

No. 2120 | Instalagao do conjunto do purificador de ar (B)

No. 2140 | Instalagao do conjunto do purificador de ar (D)

No. 2150 | Conexao da tubulagao entre 0 filtro de ar e o duto superior

No. 2160 | Conexao do tubo de admissao de ar

a
No. 2170 | Conexao e fixagao da tubulagao do filtro de ar 243

No. 2180 | Conexao da mangueira entre o filtro de ar e o silenciador 244

i]
o

No. 2190 | Instalagao da tubulagao entre o filtro de ar e o duto inferior 245

No. 2200 | Fixacao da tubulagao do capé do conjunto do purificador de ar 246

No. 2210 | Conex€ao e fixagao do chicote do anteparo e fixagao da mangueira de dreno (especificagao do 247
tipo de embalagem para remessa por transporte terrestre)

No. 2220 | Conex€o e fixagao da tubulagao do filtro do acumulador (especificagao do tipo de embalagem 248

para remessa por transporte terrestre)

No.

No. 2230 | Fixagao do chicote do motor de partida (especificagao do tipo de embalagem para 249
remessa por transporte terrestre)

No. 2235 | Conexao da tubulagao entre 0 filtro de ar e o silenciador (especificagao do tipo de embalagem 250
para remessa por transporte terrestre)

lo. 2236 | Conexao do tubo de admiss€o de ar (especificagao do tipo de embalagem para 251

remessa por transporte terrestre)

No. 2237 | Conexao e fixagao da tubulagao do filtro de ar (especificagao do tipo de embalagem para 252
remessa por transporte terrestre)

No. 2240 | Instalagao do capé lateral (1) (especificagao do tipo de embalagem para remessa por transporte 253
terrestre)

No. 2250 | Instalagao do capé lateral (2) (especificagao do tipo de embalagem para remessa por transporte 254
terrestre)

No. 2260 | Instalagao da estrutura superior do capé (especificagao do tipo de embalagem para 255
remessa por transporte terrestre)

No. 2265 | Fixacao do tubo de admissao de ar (especificagao do tipo de embalagem para remessa por
transporte terrestre)
No. 2270 | Fixacgao do tubo do radiador: Cap6 superior (especificagao do tipo de embalagem para

remessa por transporte terrestre)

No. 2295 | Instalagao do capé superior (especificagao do tipo de embalagem para remessa por transporte 258
terrestre)

No. 2296 | Conexao da tubulagao do filtro de ar (especificagao do tipo de embalagem para 259
remessa por transporte terrestre)

No. 2300 | Instalagao do conjunto do purificador de ar (E)

No. 2310 | Instalagao do conjunto do purificador de ar (F)

No. 2320 | Conexao do tubo do filtro de ar (cap6 superior)

No. 2330 | Conexao da tubulagao entre o filtro de ar e o duto (cap6 superior)

No. 2700 | Instalagao da tampa lateral esquerda do motor (especificagao do tipo de embalagem para
remessa por transporte terrestre)

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,14,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_14.png,"Procedimento de montagem (10/10)

No. 2710 lagao da porta lateral esquerda do motor (especificagao do tipo de embalagem para
‘ssa por transporte terrestre)

No. 2750 lagao da tampa lateral direita do motor (especificagao do tipo de embalagem para
‘ssa por transporte terrestre)

No. 2760 | Instalagao da porta lateral direita do motor (especificagao do tipo de embalagem para
remessa por transporte terrestre)

265
266
No. 3200 | Instalagao da escada de emergéncia do reservatorio hidraulico
No. 3205 | Instalagao da escada de emergéncia do reservatorio hidraulico (Especificagao PDI)
No. 3300 | Instalagao do degrau de inspegao do motor

No. 3400 | Instalagao do corrimao do para-choque traseiro (1)

No. 3405 | Instalagao do corrimao do para-choque traseiro (1) (Especificagao PDI)

No. 3410 | Instalagao do corrimao do para-choque traseiro (2)

No. 3450 | Procedimento de instalagao do subconjunto da escada hidraulica (Especificagao PDI)

279
280

No. 3480 | Instalagao da tampa do sensor de inclinagao da escada hidraulica (Especificagao PDI)
No. 3600 | Instalagao do degrau do para-choque
No. 3605 | Instalagao da escada do para-choque (Especificagao PDI) } 279 |

No. 3700 | Instalagao do degrau do para-choque e do estrado de acesso

No. 3705 | Instalagao do degrau do para-choque (Especificagao PDI) 281

No. 3800 | Instalagao do corrimao do capé (1) 282

No. 3801 | Instalagao do corrimao do capé (1) (Especificagao da bancada do extintor de incéndio) 283

No. 3805 | Instalagao do corrimao do capé (1) (Especificagao PDI) 284

No. 3810 | Instalagao do corrimao do capé (2) 285

No. 4200 | Instalagao do tubo do silenciador 286

No. 4280 | Instalagao da tampa do suporte do piso 287

No. 4300 | Instalagao das armagoes do piso esquerda e direita 288

No. 4305 | Instalagao das armacées do piso esquerda e direita (Especificagao PDI) 289

No. 4310 | Conex@o e fixagao da fiagao da lanterna. (Especificagao PDI) 290

No. 4350 | Instalagao do suporte da escada de emergéncia do reservatorio hidraulico (Especificagao PDI) 291

No. 4400 | Instalagao das tampas do piso esquerda e direita 292

No. 4500 | Instalagao da tampa frontal do piso 293

No. 4600 | Instalagao da tampa da plataforma 294

No. 4650 | Instalagao da lanterna de pneu (Especificagao PDI) 295

No. 4800 | Instalagao do apoio do degrau de servigo traseiro (especificagao do tipo de embalagem para 296
remessa por transporte terrestre)

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,15,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_15.png,"Procedimento de montagem (11/10)

No. 4810 | Instalagao do degrau de servigo traseiro (especificagao do tipo de embalagem para
remessa por transporte terrestre)

Instalagao do piso traseiro esquerdo

Instalagao do piso traseiro esquerdo (Especificagao PDI)

Instalagao da escada traseira esquerda

Instalagao da escada traseira esquerda (Especificagao PDI)

Instalagao da tampa da escada traseira esquerda

Instalagao do corrimao da escada traseira esquerda

Instalagao do corrimao da escada traseira esquerda (Especificagao PDI)

Instalagao do corrimao do piso traseiro esquerdo (Especificagao PDI)

Instalagao do interruptor da escada hidraulica (Especificagao PDI)

Instalagao da luz de trabalho lateral traseira e conexao da fiagao (especificagao do tipo de
embalagem para remessa por transporte terrestre)

No. 313

lo. 5500 | Instalagao do corrimao do para-lama dianteiro esquerdo (especificagao do corrimao do para-
dianteiro)

dianteiro)

No. 5600 | Instalagao do corrimao do para-lama dianteiro direito (especificagao do corrimao do para-lama

a (2)
No. ‘a

10. 5907 | Instalagao do corrimao do chassi do piso direito (1) (Especificagao da bancada do extintor de
incéndio)

No. F i )
s\ a i )

No. ima -

jo. 6105 | Instalagao do corrimao do para-choque (Especificagao da bancada do extintor de incéndio) 326
N 107 | Instalagao do corrimao do para-choque (Especificagao PDI) 327
No.

0. 6110 | Instalagao da comporta no para-choque (Especificagao PDI) 328

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,16,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_16.png,"Procedimento de montagem (12/10)

No. 6400 | Instalagao da bancada do extintor de incéndio (1) (Especificagao da bancada do extintor de
incéndio)

No. 6410 | Instalagao da bancada do extintor de incéndio (2) (Especificagao da bancada do extintor de
incéndio)

No. 6420 jagao do corrimao na bancada do extintor de incéndio (Especificagao da bancada do
ior de incéndio)

No. 7500 | Instalagao da luz de adverténcia giratoria amarela (especificagao da luz de adverténcia giratoria
amarela)

No. 7520 | Instalagao da luz de adverténcia giratoria amarela (Especificagao PDI luz de adverténcia giratoria
amarela)

No. 7530 | Instalagao do temporizador do turbocompressor (Especificagao PDI)

No. 8000 | Precaugées na tubulagao do ar-condicionado

No. 8100 | Reabastecimento com <dleo e fluido de arrefecimento

No. 8105 | Reabastecimento com fluido de arrefecimento (especificagao do tipo de embalagem para
remessa por transporte terrestre)

No. 8110 | Abastecimento com 6leo hidraulico 338

No. 8120 | Procedimento de sangria de ar do motor do ventilador (1/2) 339

No. 8130 | Procedimento de sangria de ar do motor do ventilador (2/2) 340

No. 8300 | Procedimento de instalagao e ajuste do espelho 341

No. 8350 | Procedimento de ajuste do espelho inferior 342

No. 8400 | Ajuste do neutro do AJSS 343

No. 8600 | Procedimento de sangria de ar da bomba de pistao 344

No. 8700 | Procedimento de ajuste do parafuso limitador do joystick 345

No. 9020 | Procedimento de reabastecimento inicial com dleo da transmissao, procedimento de 351
sangria de ar do circuito

No. 9030 | Procedimento de sangria de ar do sistema hidraulico 352

No. 9040 | Sangria de ar da linha de lubrificagao automatica com graxa (1) 353

No. 9040 | Sangria de ar da linha de lubrificagao automatica com graxa (1) 354

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,17,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_17.png,"Procedimento de montagem (13
/10)

No.9132 | Instalagao do dente 1 (20,0 m* HENSLY) 361-1
No.9133 | Instalagao de dente 2 (20.0 m* HENSLY) 361-2
No.9135 | Instalagao de dente (21.5 m°) 361-4

No. 9146 | Instalagao do conjunto da cagamba (2) (especificagao de elevacao da lanca) 365

No. 9170 | Instalagao do calgo de roda (especificagao padrao EC) 367

No. 9600 | Procedimento de ajuste do sensor de angulo da escada hidraulica (Especificagao PDI)

374
No. 9610 | Procedimento de ajuste da velocidade de subida e descida da escada hidraulica (Especificagao 375

No. 9620 | Ajuste da borracha de apoio do corrimao da escada hidraulica (Especificagao PDI) 376

No. 9630 | Procedimento de ajuste do sensor da escada hidraulica (1) (Especificagao PDI) 377

No. 9640 | Procedimento de ajuste do sensor da escada hidraulica (2) (Especificagao PDI) 378

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,18,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_18.png,"No.9650 | Fixagao dos adesivos de ponto de ancoragem na cabine

No.9660 | Fixagao dos adesivos de ponto de ancoragem na cabine conforme regulamentagao australiana [= |

No.9670 | Verificagao da pressao de enchimento dos pneus

Apéndice: Ficha de verificagao da maquina para montagem em campo
..383

PRECAUGOES APLICAVEIS A MONTAGEM EM CAMPO

1. Selegado do local de trabalho
1) Ao selecionar um local de trabalho, considere os seguintes pontos:
* O local de trabalho é suficientemente amplo para carregar e descarregar a maquina? (Veja o desenho do layout
do kit.)
* Osolo é suficientemente compacto? (A maquina e o caminhao-guindaste nao devem afundar no solo.)
¢ Oterreno é plano? (A superficie do solo nao deve ser irregular ou inclinada.)
* Ocaminho para a entrada/saida do local de trabalho possui amplitude suficiente para manobrar o reboque e 0
caminhao-guindaste?
2) Tenha muito cuidado para que residuos de sujeira ou agua nao entrem no circuito hidraulico enquanto estiver
montado.
3) Evite trabalhar ao ar livre sob condigdes de vento forte ou chuva.

4) Tome medidas para proteger a maquina de areia, sujeira e agua da chuva nos intervalos do trabalho.

2. Como executar o trabalho
O supervisor ou lider responsavel pelo trabalho nao deve executar o trabalho enquanto Ié este manual, mas sim ler e
entender este manual completamente para so entao dar inicio ao trabalho.
E importante escrever as “Precaugées” aplicaveis a cada processo de trabalho em uma folha para explicar ou cola-la no
local de trabalho, para que todos os trabalhadores observem as precaucdes necessarias.

* As ilustragdes de instrugao de trabalho fornecidas neste manual nao correspondem necessariamente ao
andamento real do servigo. As partes que ocultam o objeto de trabalho foram propositalmente omitidas

nas imagens.
3. Preparagado e verificagao dos equipamentos de protegao, cintas e
ferramentas

O supervisor ou lider responsavel pelo trabalho deve executar as seguintes verificagdes sobre equipamentos de
protegao, cintas e ferramentas:
1) Todos os trabalhadores estao usando capacetes e outros equipamentos de protegao de uso obrigatério? Se forem
necessarios equipamentos de protegao especial, verifique se estao preparados e podem ser usados sem
problemas.

2) Todas as cintas e ferramentas estao preparadas? Verifique com antecedéncia se estao prontas para serem usadas
sem problemas. Em especial, verifique os blocos de madeira quanto a deterioragao interna e rachaduras.

4. Verificagdes durante o trabalho
O supervisor ou lider responsavel pelo trabalho deve verificar constantemente os itens a seguir e fazer com que sejam
observados todos os trabalhadores:
1) Os freios de estacionamento do caminhao reboque e guindaste estao aplicados com segurang¢a e as rodas estao
travadas com calc¢os durante o trabalho? Os estabilizadores, se instalados, sao usados com seguran¢ga?
2) A temperatura e a pressao do motor, dleo hidraulico, liquido de arrefecimento, etc. foram suficientemente reduzidas
durante o trabalho?
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,19,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_19.png,"3) A buzina ou outro sinal sonoro é emitido para avisar quando o motor é ligado? Além disso, é verificado se a
alavanca de controle do equipamento de trabalho e outras alavancas de controle estao em ponto morto e 0 botao
de controle de combustivel (ou alavanca de controle de combustivel) esta na posigao baixa de marcha lenta?

4) O equilibrio do item igado é verificado cuidadosamamente durante o trabalho com o guindaste?

5) E proibida a entrada de pessoas estranhas ao local de trabalho?

5. O supervisor ou lider responsavel pelo trabalho deve promover uma reuniao com todos os trabalhadores no inicio de
cada manha, explicar o plano de trabalho do dia e fornecer instrugdes necessarias para a manutengao da seguranga no
trabalho.

DISPOSICAO DAS PECAS REMOVIDAS

Conforme descrito na secao “PREFACIO”, quando esta maquina é transportada, costuma ser dividida em unidades
separadas, como corpo, material rodante, cabine, equipamento de trabalho etc. de acordo com a medida de
transporte, regulamentos, etc.

Desse modo, as tubulagdes e mangueiras hidraulicas para conectar as unidades, entradas e saidas de dleo dos
dispositivos hidraulicos e as pegas (que nao devem ser danificadas) sao tampadas ou cobertas para evitar
vazamentos de dleo, entrada de sujeira e poeira e danos durante o transporte.

Além disso, os gabaritos de fixagao sao usados para evitar problemas causados por quedas ou trepidagdes durante o
transporte e facilitar o trabalho de carga, descarga e igamento pelo guindaste.

Os bujées, gabaritos, etc. mencionados acima sao removidos quando a maquina é montada e se tornam
desnecessarios apds a montagem completa da maquina. Como, no entanto, podem servir para eventuais transportes
futuros da maquina, recomendamos que vocé os mantenha o maior tempo possivel.
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,20,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_20.png,
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,21,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_21.png,"Visaogeraldadivisaaloscomponentes

1. Maquina base (chassi dianteiro)

~~

3. Conjunto da langa e alavanca de articulagao 4. Cagamba

5. Eixo (dianteiro) 6. Eixo (traseiro)

NY

7. Conjunto de roda e pneu 8. Conjunto da cabine e piso

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,22,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_22.png,"Visao geral da___ divisao dos

9. Estrutura ROPS, plataforma (parte traseira da cabine), 10. Para-choque (tanque de combuétel)
armagao do piso e armaao do piso traseiro esquerdo

11. Para-lama e escada 12. Silencioso sobreposto

13. Corrimao 14. Suporte do farol

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,23,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_23.png,"Visao geral da___ divisao dos

15. Tanque hidaulico
(Tipo de embalagem para transporte terrestre)

17. Resfriador de freio com refrigem&o a ar
(Tipo de embalagem para transporte terrestre)

19. Radiador e protetor do radiador
(Tipo de embalagem para transporte terrestre)

16. Tanque dos freios
(Tipo de embalagem para transporte terrestre)

18. Caixa da bateria
(Tipo de embalagem para transporte terrestre)

20. Grade do radiador
(Tipo de embalagem para transporte terrestre)

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,24,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_24.png,"Visao geral da__ divisao dos

21. Divisdria estrutural 22. Painel lateral
(Tipo de embalagem para transporte terrestre) (Tipo de embalagem para transporte terrestre)

23. Capé lateral 24. Motor
(Tipo de embalagem para transporte terrestre) (Tipo de embalagem para transporte terrestre)

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,25,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_25.png,
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,26,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_26.png,"Dimens6des dos componentes principais
Tipo de  embalagem para transporte terrestre (codigo de
vendas: 7XC40)
Comprimento | Largura total Altura total
No. Nome da unidade Peso (kg) total (mm) (mm) (mm)
1 Maquina base (chassi dianteiro) 31.410 4.920 2.594 3.597
2 Maquina base (chassi traseiro) 47.950 8.455 4.390 3.977
3 Conjunto da langa e alavanca de articulagao 27.470 6.730 2.410 1.780
4 Cagamba 21.000 6.553 3.447 2.880
5 Eixo (dianteiro) 16.540 5.442 1.670 1.298
6 Eixo (traseiro) 18.190 5.442 1.910 1.298
Padrao (55.5/80-57) 15.700 (31.400) 3.610 3.610 2.820
Conjunto de roda e pneu
“Em pares, empilhados | padrao (65/65-57) 17.700 (35.400) 3.735 3.735 3.300
horizontalmente Os
7 valores entre
parénteses referem-se
a | Opcional (53.5/85-57) 15.200 (30.400) 3.910 3.910 2.720
2 conjuntos
8 Conjunto da cabine e piso 1.900 2.390 2.270 3.050
Estrutura ROPS, plataforma (parte traseira da
9 cabine), armagao do piso e armagao do piso 4.500 2.980 2.820 2.070
traseiro esquerdo : : , :
10 | Para-choque (tanque de combustivel) 7.500 4.720 2.860 1.360
11 Para-lama e escada 650 3.543 1.644 1.112
12 | Silencioso empilhado 60 1.642 676 400
13 | Corrimao 520 2.280 1.200 2.315
14 | Suporte do farol 100 1.000 600 600
15 | Tanque hidraulico 1.390 2.940 1.227 1.363
16 | Tanque de freio 320 574 729 1.168
17 Resfriador do conversor de torque a ar 550 1.274 1.230 1.450
Caixa da bateria * Os valores entre parénteses
18 | referem-se a 2 conjuntos 460 (930) 1.720 1.251 799
19 Radiador e protetor 3.550 1.473 3.164 2.558
20 Protecgao do radiador 920 1.350 3.150 2.543
21 Anteparo 982 1.864 2.628 1.234
22 | Painel lateral 370 1.890 1.250 1.100

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,27,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_27.png,"23

Capé lateral

128

2.443

760

521

24

Motor

8.990

3.021

1.508

1.926

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,28,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_28.png,"Diagrama de carregamento da maquina base no caminhao de transpofte

Referéncia

Especificagées da

maquina

Especificagoes

Especificagées relacionadas

Peso (kg)

Comprimento total
(mm)

Largura total (mm) Altura total

(mm)

WA1200-6

218.300
(Peso operacional)

18.915

6.880
(Largura da cagamba)

6.970
(Topo da cabine)

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,29,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_29.png,"| 2 Dimensées dos componentes principais *Especificagao PDI

Comprimento | Largura total Altura total
total (mm) (mm) (mm)

Maquina base (chassi dianteiro) 31.410 4.920 2.594 3.597
| Maquina base (chassi traseiro) 51.544 8.455 4.960 3.990

Conjunto da langa e alavanca de articulagao 27.470 6.730 2.410 1.780
Cagamba 21.000 6.553 3.447 2.880
Eixo (dianteiro)
Eixo (traseiro) 18.190

Conjunto de roda e pneu | Padréo (55.5/80-57) 15.700 (31.400)

*Em pares, empilhados | Padrao (65/65-57) 17.700 (35.400)
horizontalmente
Os valores entre
parénteses referem-se a | Item opcional (53.5/85-57) | 15.200 (30.400)

2 conjuntos

Nome da unidade Peso (kg)

Conjunto da cabine e piso

Estrutura ROPS, plataforma (parte traseira da cabine),
armacao do piso e armagao do piso traseiro esquerdo

Para-choque (tanque de combustivel)
Para-lama e escada

Silencioso empilhado 60
Corrimao 520
Suporte do farol 100

Diagrama de carregamento da maquina base no caminhao de transporte

Lt

Referéncia

Especificagdes da maquina montada

| Especificagées relacionadas |
Especificagées Comprimento total
(mm)

Peso (kg) Largura total (mm) | Altura total (mm) |

WA1200-6

18.915

218.300 6.880 6.970
(Peso operacional) (Largura da cagamba) (Topo da cabine)

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,30,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_30.png,"10
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,31,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_31.png,"Dimensdes dos componentes

com _bateria instalada

(codigo

de

principais *Ti

vendas:

Diagrama de carregamento da maquina base no caminhao de transporte

0

po de embalagem

7XC49)

No. Nome da unidade Peso (kg) ceotel(mnen) ee atom)
1 Maquina base (chassi dianteiro) 31.410 4.920 2.594 3.597
2 Maquina base (chassi traseiro) 47.950 8.455 4.390 3.977
3 Conjunto da langa e alavanca de articulagao 27.470 6.730 2.410 1.780
4 Cagamba 21.000 6.553 3.447 2.880

11
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,32,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_32.png,"5 Eixo (dianteiro) 16.540 5.442 1.670 1.298
6 Eixo (traseiro) 18.190 5.442 1.910 1.298

Conjunto de roda e pneu | Padrao (55.5/80-57) 15.700 (31.400) 3.610 3.610 2.820

* Em pares, empilhados

horizontalmente Os Padrao (65/65-57) 17.700 (35.400) 3.735 3.735 3.300
7 valores entre parénteses

P conjuntes. 7). opcional (53.5/85- | 45 599 (30.400) 3.910 3.910 2.720
8 Conjunto da cabine e piso 1.630 1.888 1.930 1.820
9 ROPS 3.100 2.941 2.812 1.923
10 | Para-choque (tanque de combustivel) 6.960 4.750 2.688 1.111
11 Para-lama e escada 650 3.543 1.644 1.112
12 | Plataforma (parte traseira da cabine) 470 2.164 1.644 661
13 | Plataforma (parte dianteira da cabine) 760 3.174 1.729 745
14 | Silenciador empilhado 60 1.642 676 400
15 | Corrimao 520 2.280 1.200 2.315
16 | Suporte do farol 100 1.000 600 600

Referénci
a

Especificagdes da maquina montada

Especificagées relacionadas

Especificagées

Peso (kg) Comprimento total Largura total Altura total
(mm) (mm) (mm)
218.000 6.880 6.970

WA1200-6 18.915

(Peso operacional) (Largura da cagamba) (Topo da cabine)

12
"
